person_master_id,AccusedMasterID,CaseMasterID,recorded_name,true_name
60,34020,19718,Atharv Lala,Atharv Lala
1353,34028,19722,Unni Sachdewa,Unni Sachdeva
301,34029,19723,Darsh Rajan,Darsh Rajan
1652,34034,19726,F Babu,Faqid Babu
1224,34037,19728,C Sandal,Chanakya Sandal
1422,34040,19730,J. Balakrishnan,Jatin Balakrishnan
119,34044,19732,Y Korpal,Yug Korpal
60,34048,19735,A. Lala,Atharv Lala
280,34050,19735,Rachit Mall,Rachit Mall
1169,34051,19735,Atarv Bansal,Atharv Bansal
244,34054,19737,Alexander Sridhar,Alexander Sridhar
679,34057,19739,A Sem,Aahana Sem
1361,34058,19740,Elijah Bhatt,Elijah Bhatt
945,34061,19743,Lucky Kala,Lucky Kala
1683,34062,19743,X Dass,Xavier Dass
102,34066,19747,Lopa Borde,Lopa Borde
428,34069,19749,Dominic Krisna,Dominic Krishna
1642,34079,19755,Qadim Venkates,Qadim Venkatesh
1683,34081,19755,Xavier Dass,Xavier Dass
207,34083,19756,Frado Bajwa,Frado Bajwa
60,34084,19757,Atharv Lala,Atharv Lala
941,34085,19757,Laks Tripati,Laksh Tripathi
900,34091,19759,L. Gaba,Luke Gaba
1307,34092,19760,Isaac Parekh,Isaac Parekh
1306,34093,19761,Dalbir Nanda,Dalbir Nanda
195,34094,19762,Abhimanyu Cherian,Abhimanyu Cherian
1422,34095,19763,J Balakrishnan,Jatin Balakrishnan
1493,34097,19765,Z Natarajan,Zayan Natarajan
1039,34099,19766,Wazir Borra,Wazir Borra
1369,34101,19766,Balvan Chowdhury,Balvan Chowdhury
1039,34103,19767,Wazir Borra,Wazir Borra
1349,34107,19771,Pratyus Mitra,Pratyush Mitra
1652,34108,19771,F. Babu,Faqid Babu
207,34110,19773,Frado Bajwa,Frado Bajwa
811,34111,19773,Jatin Kannan,Jatin Kannan
667,34112,19774,Dew Bat,Dev Bath
106,34115,19775,Banjeet Rajan,Banjeet Rajan
1353,34118,19777,Unni Sachdeva,Unni Sachdeva
1479,34124,19780,Anay Thaman,Anay Thaman
1422,34127,19782,Jatin Balakrisnan,Jatin Balakrishnan
811,34129,19783,Jatin Kannan,Jatin Kannan
1306,34131,19783,D. Nanda,Dalbir Nanda
171,34136,19785,Omkaar Goyal,Omkaar Goyal
60,34137,19786,A. Lala,Atharv Lala
280,34142,19791,Rachit Mall,Rachit Mall
1080,34143,19791,Liam Rastogi,Liam Rastogi
1307,34146,19793,I Parekh,Isaac Parekh
574,34147,19793,Mason Balakrisnan,Mason Balakrishnan
945,34152,19795,Lucky Kala,Lucky Kala
330,34153,19795,Veer Misra,Veer Misra
283,34154,19796,S. Mangal,Sai Mangal
1349,34156,19797,P Mitra,Pratyush Mitra
473,34157,19798,Vincent Sengupta,Vincent Sengupta
171,34161,19800,Omkaar Goyal,Omkaar Goyal
1361,34163,19801,E Bhatt,Elijah Bhatt
945,34172,19805,Lucky Kala,Lucky Kala
1292,34177,19809,I. Pall,Ishwar Pall
32,34180,19811,Aditya Edwin,Aditya Edwin
1369,34181,19812,Balvan Chowdhury,Balvan Chowdhury
1228,34183,19813,Bakhshi Sridhar,Bakhshi Sridhar
1361,34187,19816,E Bhatt,Elijah Bhatt
1039,34189,19817,W. Borra,Wazir Borra
667,34191,19818,Dev Bath,Dev Bath
1039,34195,19819,Wazir Borra,Wazir Borra
1353,34196,19819,U. Sachdeva,Unni Sachdeva
1353,34197,19819,Unni Sachdeva,Unni Sachdeva
1228,34201,19823,Bakshi Sridhar,Bakhshi Sridhar
60,34206,19825,A. Lala,Atharv Lala
941,34207,19825,Laksh Tripathi,Laksh Tripathi
1224,34208,19826,Chanakya Sandal,Chanakya Sandal
473,34215,19829,Vincent Sengupta,Vincent Sengupta
1369,34216,19829,Balvan Chowdhury,Balvan Chowdhury
50,34220,19832,Gopal Kala,Gopal Kala
1312,34222,19832,Aarnav Rastogi,Aarnav Rastogi
207,34226,19835,F Bajwa,Frado Bajwa
102,34227,19835,L. Borde,Lopa Borde
1703,34231,19837,Ansh Karan,Ansh Karan
593,34238,19839,Vedhika Saha,Vedhika Saha
50,34241,19841,Gopal Kala,Gopal Kala
1039,34243,19843,Wazir Borra,Wazir Borra
106,34244,19844,B. Rajan,Banjeet Rajan
280,34247,19846,Rachit Mall,Rachit Mall
1169,34250,19848,Atarv Bansal,Atharv Bansal
171,34253,19850,Omkaar Goyal,Omkaar Goyal
1228,34255,19852,B. Sridhar,Bakhshi Sridhar
301,34264,19856,Darsh Rajan,Darsh Rajan
295,34265,19856,Jai Lalla,Jai Lalla
44,34267,19857,A. Patil,Anmol Patil
116,34268,19858,C Sama,Charles Sama
568,34270,19860,Maya Raj,Maya Raj
116,34271,19860,Charles Sama,Charles Sama
301,34273,19861,Darsh Rajan,Darsh Rajan
473,34278,19863,Vincent Sengupta,Vincent Sengupta
1499,34279,19863,Yosita Nazaret,Yoshita Nazareth
1311,34281,19865,Abdul Balasubramanian,Abdul Balasubramanian
1292,34282,19865,Ishwar Pall,Ishwar Pall
583,34284,19867,R Chadha,Ranveer Chadha
1659,34286,19867,S. Varghese,Samesh Varghese
811,34288,19868,Jatin Kannan,Jatin Kannan
162,34292,19871,Yasti Ganguly,Yasti Ganguly
1623,34293,19872,Zaid Vaidya,Zaid Vaidya
1349,34298,19877,Pratyus Mitra,Pratyush Mitra
728,34303,19880,Nisa Ramachandran,Nisha Ramachandran
171,34304,19881,O Goyal,Omkaar Goyal
1080,34310,19885,L. Rastogi,Liam Rastogi
473,34312,19886,wincent Sengupta,Vincent Sengupta
1080,34315,19887,Liam Rastogi,Liam Rastogi
1623,34322,19891,Zaid Vaidya,Zaid Vaidya
280,34324,19891,Rachit Mall,Rachit Mall
786,34325,19891,I. Dasgupta,Ijaya Dasgupta
1361,34327,19893,E. Bhatt,Elijah Bhatt
1311,34330,19894,Abdul Balasubramanian,Abdul Balasubramanian
697,34332,19896,Tarak Bhatnagar,Tarak Bhatnagar
1539,34333,19896,Y. Chawla,Yochana Chawla
786,34335,19897,Ijaya Dasgupta,Ijaya Dasgupta
1224,34340,19898,C Sandal,Chanakya Sandal
1039,34341,19898,Wazir Borra,Wazir Borra
1312,34342,19899,Aarnaw Rastogi,Aarnav Rastogi
1349,34344,19900,Pratyush Mitra,Pratyush Mitra
945,34345,19900,Lucky Kala,Lucky Kala
60,34347,19901,Atharv Lala,Atharv Lala
326,34354,19904,Part Mohanty,Parth Mohanty
295,34355,19905,Jai Lalla,Jai Lalla
472,34358,19908,G Ben,Gabriel Ben
811,34360,19909,J. Kannan,Jatin Kannan
679,34361,19910,A Sem,Aahana Sem
116,34362,19911,Charles Sama,Charles Sama
1228,34363,19911,B Sridhar,Bakhshi Sridhar
1312,34368,19913,Aarnav Rastogi,Aarnav Rastogi
473,34369,19913,V Sengupta,Vincent Sengupta
244,34371,19914,A. Sridhar,Alexander Sridhar
1683,34374,19915,X Dass,Xavier Dass
679,34376,19917,Aahana Sem,Aahana Sem
1349,34377,19918,Pratyush Mitra,Pratyush Mitra
1080,34384,19921,L Rastogi,Liam Rastogi
295,34385,19922,J. Lalla,Jai Lalla
342,34387,19923,Balendra Rege,Balendra Rege
1039,34390,19926,Wazir Borra,Wazir Borra
1539,34395,19927,Yochana Chawla,Yochana Chawla
786,34401,19931,I. Dasgupta,Ijaya Dasgupta
301,34407,19934,D Rajan,Darsh Rajan
1623,34409,19935,Zayd Vaydya,Zaid Vaidya
301,34413,19939,D. Rajan,Darsh Rajan
280,34415,19941,Rachit Mall,Rachit Mall
1039,34419,19943,W. Borra,Wazir Borra
1039,34420,19943,W Borra,Wazir Borra
207,34422,19944,F Bajwa,Frado Bajwa
1128,34423,19945,B. Basu,Balvan Basu
945,34424,19945,L Kala,Lucky Kala
280,34426,19946,Rachit Mall,Rachit Mall
240,34428,19947,Sathwik Dewi,Sathvik Devi
583,34431,19949,Ranveer Chadha,Ranveer Chadha
50,34433,19951,Gopal Kala,Gopal Kala
326,34435,19952,P Mohanty,Parth Mohanty
1224,34440,19956,Chanakya Sandal,Chanakya Sandal
667,34442,19957,Dew Bat,Dev Bath
283,34443,19958,Sai Mangal,Sai Mangal
1224,34444,19959,C Sandal,Chanakya Sandal
473,34445,19960,wincent Sengupta,Vincent Sengupta
1169,34447,19961,A. Bansal,Atharv Bansal
50,34454,19965,G. Kala,Gopal Kala
1683,34455,19965,X Dass,Xavier Dass
240,34457,19967,S Devi,Sathvik Devi
343,34462,19971,Warjas Brahmbhatt,Warjas Brahmbhatt
1349,34463,19972,P Mitra,Pratyush Mitra
195,34466,19975,Abhimanyu Cherian,Abhimanyu Cherian
1393,34467,19976,Girish Solanki,Girish Solanki
1623,34469,19978,Z. Vaidya,Zaid Vaidya
1422,34471,19979,J Balakrishnan,Jatin Balakrishnan
697,34476,19982,Tarak Bhatnagar,Tarak Bhatnagar
679,34479,19984,A Sem,Aahana Sem
602,34481,19986,A Mani,Abhiram Mani
244,34485,19989,Alexander Sridhar,Alexander Sridhar
116,34486,19989,Charles Sama,Charles Sama
1311,34494,19996,A Balasubramanian,Abdul Balasubramanian
116,34497,19997,C. Sama,Charles Sama
106,34506,20003,Banjeet Rajan,Banjeet Rajan
945,34513,20006,Lucky Kala,Lucky Kala
1353,34514,20007,Unni Sachdewa,Unni Sachdeva
1264,34516,20009,P Gola,Pranav Gola
1422,34518,20011,Jatin Balakrishnan,Jatin Balakrishnan
1169,34520,20012,Atarv Bansal,Atharv Bansal
283,34522,20014,S. Mangal,Sai Mangal
1703,34524,20015,A. Karan,Ansh Karan
60,34528,20017,Atharw Lala,Atharv Lala
811,34530,20018,Jatin Kannan,Jatin Kannan
728,34532,20020,Nisha Ramachandran,Nisha Ramachandran
568,34534,20022,M Raj,Maya Raj
102,34543,20028,Lopa Borde,Lopa Borde
106,34545,20028,Banjeet Rajan,Banjeet Rajan
697,34548,20029,Tarak Bhatnagar,Tarak Bhatnagar
472,34549,20030,Gabriel Ben,Gabriel Ben
1539,34550,20031,Yochana Chawla,Yochana Chawla
1128,34553,20033,Balwan Basu,Balvan Basu
171,34555,20035,O. Goyal,Omkaar Goyal
244,34557,20036,Alexander Sridhar,Alexander Sridhar
1369,34558,20037,B Chowdhury,Balvan Chowdhury
102,34559,20037,L. Borde,Lopa Borde
945,34564,20040,Lucky Kala,Lucky Kala
598,34568,20042,R Sengupta,Ranbir Sengupta
1516,34577,20047,Jatin Divan,Jatin Divan
295,34579,20048,Jai Lalla,Jai Lalla
679,34580,20049,Aahana Sem,Aahana Sem
1683,34583,20051,Xavier Dass,Xavier Dass
1224,34585,20053,Chanakya Sandal,Chanakya Sandal
1603,34595,20058,C Agrawal,Chakradhar Agrawal
568,34598,20060,Maya Raj,Maya Raj
301,34599,20061,Darsh Rajan,Darsh Rajan
493,34602,20063,Reyansh Dugal,Reyansh Dugal
1422,34607,20066,Jatin Balakrisnan,Jatin Balakrishnan
116,34610,20068,Charles Sama,Charles Sama
656,34611,20069,Reyansh Bhatia,Reyansh Bhatia
679,34617,20073,A Sem,Aahana Sem
900,34622,20076,Luke Gaba,Luke Gaba
1353,34623,20077,U. Sachdeva,Unni Sachdeva
280,34627,20079,Rachit Mall,Rachit Mall
1039,34635,20082,W. Borra,Wazir Borra
283,34637,20083,Sai Mangal,Sai Mangal
1312,34638,20083,Aarnaw Rastogi,Aarnav Rastogi
1292,34641,20084,Ishwar Pall,Ishwar Pall
280,34642,20085,Rachit Mall,Rachit Mall
679,34643,20086,Aahana Sem,Aahana Sem
1361,34645,20088,Elijah Bhatt,Elijah Bhatt
1723,34648,20090,L. Sawhney,Leena Sawhney
667,34653,20091,Dew Bat,Dev Bath
1652,34655,20092,Faqid Babu,Faqid Babu
1278,34663,20097,E. Dugal,Ekanta Dugal
413,34665,20099,Sathvik Dubey,Sathvik Dubey
1009,34671,20103,Q Dutt,Qabil Dutt
587,34672,20103,O. Sagar,Oeshi Sagar
137,34675,20105,Indrajit Shetty,Indrajit Shetty
127,34677,20107,Rushil Chaudhari,Rushil Chaudhari
459,34681,20109,Warjas Tara,Warjas Tara
358,34682,20109,Ethan Kaur,Ethan Kaur
584,34685,20112,H Thakur,Harsh Thakur
1668,34690,20115,V. Bora,Vincent Bora
356,34691,20115,C Jani,Chandresh Jani
966,34694,20117,Ekaraj Sundaram,Ekaraj Sundaram
636,34696,20117,Michael Raj,Michael Raj
966,34697,20118,Ekaraj Sundaram,Ekaraj Sundaram
397,34698,20118,Sai Karpe,Sai Karpe
250,34699,20119,J. Samra,Jonathan Samra
741,34700,20119,W. Munshi,Watika Munshi
151,34701,20120,W Kant,Wahab Kant
317,34704,20121,A. Rege,Ansh Rege
243,34708,20123,A. Murty,Aditya Murty
356,34709,20123,C. Jani,Chandresh Jani
1200,34712,20125,Nites Sankar,Nitesh Sankar
279,34716,20126,Indali Mane,Indali Mane
1258,34727,20132,A. Khatri,Advaith Khatri
6,34729,20133,George Mahal,George Mahal
1673,34732,20134,G Chana,Girish Chana
1677,34733,20135,Chatura Deo,Chatura Deo
127,34734,20135,Rushil Chaudhari,Rushil Chaudhari
741,34738,20137,W. Munshi,Watika Munshi
1187,34743,20141,Maanas Varty,Maanas Varty
587,34745,20141,Oesi Sagar,Oeshi Sagar
1423,34746,20141,Iswar Parek,Ishwar Parekh
1510,34749,20143,Daksh Yadav,Daksh Yadav
636,34750,20143,Michael Raj,Michael Raj
741,34752,20144,Watika Munshi,Watika Munshi
519,34759,20146,Ekavir Goel,Ekavir Goel
75,34761,20148,E Bandi,Ekapad Bandi
1515,34765,20150,O Bath,Oviya Bath
127,34767,20151,R Chaudhari,Rushil Chaudhari
1616,34769,20152,T Kulkarni,Tarak Kulkarni
1673,34770,20153,Girish Chana,Girish Chana
535,34771,20154,Pranil Edwin,Praneel Edwin
127,34774,20156,Rushil Chaudhari,Rushil Chaudhari
204,34776,20156,Dalbir Kata,Dalbir Kata
107,34777,20157,Daksa Sekon,Daksha Sekhon
453,34784,20159,Pranaw Rana,Pranav Rana
189,34785,20159,E Aurora,Ekbal Aurora
1144,34787,20159,Part Sinha,Parth Sinha
1076,34790,20162,A Puri,Ansh Puri
6,34791,20162,George Mahal,George Mahal
459,34793,20164,Warjas Tara,Warjas Tara
358,34794,20164,Etan Kaur,Ethan Kaur
1560,34795,20165,U. Brahmbhatt,Utkarsh Brahmbhatt
544,34806,20173,Rudra Chakrabarti,Rudra Chakrabarti
1303,34812,20176,Laks Mohan,Laksh Mohan
1086,34814,20178,Hardik Solanki,Hardik Solanki
1596,34816,20179,Awi Boase,Avi Boase
76,34817,20180,Ekapad Sarna,Ekapad Sarna
1258,34819,20180,Advaith Khatri,Advaith Khatri
636,34820,20180,M. Raj,Michael Raj
1166,34821,20181,Farhan Saraf,Farhan Saraf
1055,34825,20182,T. Lall,Timothy Lall
710,34828,20184,Anay Keer,Anay Keer
76,34829,20185,Ekapad Sarna,Ekapad Sarna
20,34830,20185,Reyansh Ganguly,Reyansh Ganguly
1076,34831,20185,Ans Puri,Ansh Puri
1534,34832,20186,A Murthy,Aadi Murthy
1149,34836,20189,R Subramaniam,Ronith Subramaniam
1139,34839,20190,Zayan Yohannan,Zayan Yohannan
741,34840,20191,Watika Munshi,Watika Munshi
151,34842,20192,Wahab Kant,Wahab Kant
1385,34844,20193,R. Madan,Ranbir Madan
1258,34848,20195,Advaith Khatri,Advaith Khatri
279,34852,20197,Indali Mane,Indali Mane
376,34853,20198,Vyanjana Kapur,Vyanjana Kapur
243,34855,20198,A Murty,Aditya Murty
1458,34857,20200,B Tiwari,Baljiwan Tiwari
1055,34861,20202,Timoty Lall,Timothy Lall
1137,34864,20205,Yash Narasimhan,Yash Narasimhan
1316,34866,20205,Zaid Srivastava,Zaid Srivastava
1668,34867,20205,V Bora,Vincent Bora
1316,34868,20206,Zaid Srivastava,Zaid Srivastava
1278,34875,20209,Ekanta Dugal,Ekanta Dugal
1316,34883,20214,Z Srivastava,Zaid Srivastava
464,34887,20216,G. Rattan,Gavin Rattan
741,34889,20217,Watika Munsi,Watika Munshi
865,34892,20219,G. Arora,Gaurangi Arora
1091,34895,20221,A. Chadha,Ansh Chadha
1795,34898,20223,Lavanya Datta,Lavanya Datta
1673,34899,20224,G. Chana,Girish Chana
317,34904,20228,A. Rege,Ansh Rege
317,34907,20229,A. Rege,Ansh Rege
1579,34912,20232,A Patla,Azaan Patla
358,34916,20235,E. Kaur,Ethan Kaur
151,34918,20236,Wahab Kant,Wahab Kant
356,34924,20240,Chandres Jani,Chandresh Jani
865,34929,20243,Gaurangi Arora,Gaurangi Arora
459,34932,20245,Warjas Tara,Warjas Tara
1200,34935,20247,N. Sankar,Nitesh Sankar
1211,34936,20248,Bahadurjit Majumdar,Bahadurjit Majumdar
356,34946,20256,C Jani,Chandresh Jani
541,34947,20257,E Chhabra,Ekapad Chhabra
1510,34949,20258,Daks Yadaw,Daksh Yadav
1316,34953,20260,Zaid Srivastava,Zaid Srivastava
127,34964,20267,Rusil Chaudhari,Rushil Chaudhari
587,34970,20269,Oeshi Sagar,Oeshi Sagar
562,34971,20269,Liam Sampath,Liam Sampath
1278,34979,20273,Ekanta Dugal,Ekanta Dugal
40,34980,20273,Henry Pall,Henry Pall
293,34981,20274,Rachit Lad,Rachit Lad
1200,34984,20275,Nitesh Sankar,Nitesh Sankar
1316,34986,20277,Z Srivastava,Zaid Srivastava
710,34989,20278,Anay Kir,Anay Keer
1258,34991,20280,Advait katri,Advaith Khatri
802,34992,20280,Pranit Swamy,Pranit Swamy
1560,34997,20284,U. Brahmbhatt,Utkarsh Brahmbhatt
6,34998,20284,G. Mahal,George Mahal
204,35002,20286,Dalbir Kata,Dalbir Kata
875,35004,20287,N Apte,Nitara Apte
1516,35005,20288,Jatin Diwan,Jatin Divan
151,35006,20288,Wahab Kant,Wahab Kant
1510,35012,20291,D Yadav,Daksh Yadav
1188,35013,20291,E. Mahal,Ekansh Mahal
913,35014,20292,P. Borra,Praneel Borra
40,35019,20296,Henry Pall,Henry Pall
279,35025,20300,Indali Mane,Indali Mane
1200,35027,20301,N. Sankar,Nitesh Sankar
453,35028,20302,P Rana,Pranav Rana
1211,35030,20304,Bahadurjit Majumdar,Bahadurjit Majumdar
993,35031,20305,Reyansh Tiwari,Reyansh Tiwari
710,35036,20308,A. Keer,Anay Keer
464,35037,20309,Gavin Rattan,Gavin Rattan
1764,35040,20310,W. Saraf,Wridesh Saraf
280,35041,20311,R. Mall,Rachit Mall
157,35045,20312,Libni Mahal,Libni Mahal
966,35047,20313,Ekaraj Sundaram,Ekaraj Sundaram
541,35050,20315,Ekapad Chhabra,Ekapad Chhabra
585,35051,20315,Jack Chada,Jack Chada
710,35052,20316,Anay Keer,Anay Keer
498,35053,20317,Gautam Bhakta,Gautam Bhakta
1258,35054,20318,Adwaith katri,Advaith Khatri
75,35058,20320,E Bandi,Ekapad Bandi
212,35059,20320,Qushi Dass,Qushi Dass
966,35064,20322,Ekaraj Sundaram,Ekaraj Sundaram
828,35065,20323,N. Pandya,Nakul Pandya
566,35070,20326,A Ravel,Arjun Ravel
1091,35071,20327,Ans Chadha,Ansh Chadha
911,35072,20327,Thomas Gera,Thomas Gera
1584,35075,20328,Advay Om,Advay Om
151,35076,20329,W Kant,Wahab Kant
459,35079,20330,W. Tara,Warjas Tara
585,35081,20332,Jack Chada,Jack Chada
1200,35090,20340,Nitesh Sankar,Nitesh Sankar
1118,35094,20343,H Divan,Hemang Divan
46,35097,20345,Udant Raja,Udant Raja
741,35101,20348,W Munshi,Watika Munshi
710,35105,20349,A Keer,Anay Keer
736,35111,20353,Siddhart Rama,Siddharth Rama
636,35112,20354,Michael Raj,Michael Raj
875,35118,20356,N Apte,Nitara Apte
636,35125,20358,M. Raj,Michael Raj
376,35127,20360,wyanjana Kapur,Vyanjana Kapur
1795,35129,20361,Lavanya Datta,Lavanya Datta
157,35132,20362,L Mahal,Libni Mahal
1516,35138,20365,J Divan,Jatin Divan
1316,35142,20367,Zaid Srivastava,Zaid Srivastava
1596,35143,20367,A. Boase,Avi Boase
1458,35146,20368,Baljiwan Tiwari,Baljiwan Tiwari
44,35147,20368,A. Patil,Anmol Patil
75,35149,20370,E Bandi,Ekapad Bandi
1076,35152,20372,A. Puri,Ansh Puri
1458,35153,20373,Baljiwan Tiwari,Baljiwan Tiwari
1212,35156,20375,H. Joshi,Harita Joshi
317,35157,20375,Ansh Rege,Ansh Rege
1076,35160,20376,Ans Puri,Ansh Puri
1076,35165,20378,A. Puri,Ansh Puri
376,35167,20379,wyanjana Kapur,Vyanjana Kapur
1139,35168,20379,Zayan Yohannan,Zayan Yohannan
1464,35177,20383,Warinder Gill,Warinder Gill
1795,35183,20386,L. Datta,Lavanya Datta
1534,35187,20389,A. Murthy,Aadi Murthy
1464,35188,20390,Warinder Gill,Warinder Gill
1516,35190,20391,J Divan,Jatin Divan
1510,35196,20393,Daksh Yadav,Daksh Yadav
710,35203,20396,Anay Keer,Anay Keer
1567,35205,20398,Z. Chad,Zehaan Chad
535,35210,20403,Praneel Edwin,Praneel Edwin
1744,35213,20404,Robert Randhawa,Robert Randhawa
1139,35215,20406,Zayan Yohannan,Zayan Yohannan
1795,35216,20407,L Datta,Lavanya Datta
445,35221,20410,V. Wali,Vyanjana Wali
317,35222,20410,A. Rege,Ansh Rege
442,35223,20411,Gopal Johal,Gopal Johal
1795,35228,20416,Lavanya Datta,Lavanya Datta
204,35230,20417,Dalbir Kata,Dalbir Kata
137,35232,20417,Indrajit Shetty,Indrajit Shetty
1139,35239,20420,Zayan Yohannan,Zayan Yohannan
535,35242,20422,P Edwin,Praneel Edwin
1423,35245,20424,Iswar Parek,Ishwar Parekh
1746,35247,20425,P. Ratta,Praneel Ratta
535,35249,20425,Praneel Edwin,Praneel Edwin
871,35250,20426,F. Seth,Finn Seth
3,35252,20427,W Divan,Wriddhish Divan
6,35255,20430,George Mahal,George Mahal
76,35256,20431,Ekapad Sarna,Ekapad Sarna
40,35257,20432,H Pall,Henry Pall
1139,35259,20434,Zayan Yohannan,Zayan Yohannan
1188,35260,20435,E Mahal,Ekansh Mahal
1278,35262,20436,Ekanta Dugal,Ekanta Dugal
1534,35263,20436,Aadi Murthy,Aadi Murthy
6,35269,20439,G Mahal,George Mahal
1200,35274,20443,N Sankar,Nitesh Sankar
279,35276,20445,Indali Mane,Indali Mane
585,35279,20447,Jack Chada,Jack Chada
1513,35282,20449,H Chander,Hitesh Chander
279,35283,20450,Indali Mane,Indali Mane
1316,35290,20455,Zaid Srivastava,Zaid Srivastava
76,35296,20460,Ekapad Sarna,Ekapad Sarna
1149,35302,20464,R Subramaniam,Ronith Subramaniam
1187,35304,20466,M. Varty,Maanas Varty
356,35305,20466,Chandresh Jani,Chandresh Jani
966,35307,20466,Ekaraj Sundaram,Ekaraj Sundaram
1560,35311,20469,Utkars Brahmbhatt,Utkarsh Brahmbhatt
1187,35318,20473,Maanas Varty,Maanas Varty
1258,35324,20477,Advaith Khatri,Advaith Khatri
1278,35329,20480,Ekanta Dugal,Ekanta Dugal
1055,35330,20481,Timothy Lall,Timothy Lall
151,35333,20482,W. Kant,Wahab Kant
157,35334,20482,Libni Mahal,Libni Mahal
1200,35336,20483,Nites Sankar,Nitesh Sankar
1560,35339,20486,U Brahmbhatt,Utkarsh Brahmbhatt
1722,35341,20487,T. Raghavan,Tanveer Raghavan
464,35346,20488,Gavin Rattan,Gavin Rattan
1139,35349,20490,Zayan Yohannan,Zayan Yohannan
375,35350,20491,Tanis Diwan,Tanish Divan
151,35351,20492,Wahab Kant,Wahab Kant
1734,35353,20494,H. Bhavsar,Harshil Bhavsar
1200,35354,20494,Nitesh Sankar,Nitesh Sankar
1149,35355,20494,Ronit Subramaniam,Ronith Subramaniam
151,35357,20495,Wahab Kant,Wahab Kant
76,35358,20496,Ekapad Sarna,Ekapad Sarna
1458,35363,20499,Baljiwan Tiwari,Baljiwan Tiwari
1673,35364,20499,Girish Chana,Girish Chana
204,35367,20500,D. Kata,Dalbir Kata
710,35376,20504,Anay Keer,Anay Keer
1560,35378,20506,Utkarsh Brahmbhatt,Utkarsh Brahmbhatt
476,35379,20507,Nathaniel Mutti,Nathaniel Mutti
212,35381,20508,Qushi Dass,Qushi Dass
1187,35393,20516,M Varty,Maanas Varty
808,35395,20517,Nachiket Bhalla,Nachiket Bhalla
46,35398,20518,U Raja,Udant Raja
1012,35399,20518,Gautam Kir,Gautam Keer
1211,35402,20520,Bahadurjit Majumdar,Bahadurjit Majumdar
1316,35403,20521,Zaid Srivastava,Zaid Srivastava
1166,35404,20522,F. Saraf,Farhan Saraf
279,35407,20524,I. Mane,Indali Mane
535,35411,20527,Pranil Edwin,Praneel Edwin
1286,35415,20528,L. Patil,Lucky Patil
1631,35419,20531,E. Sastry,Ekavir Sastry
375,35426,20534,Tanish Divan,Tanish Divan
1091,35427,20535,Ans Chadha,Ansh Chadha
636,35429,20537,M. Raj,Michael Raj
517,35431,20538,D Dey,Daniel Dey
1516,35434,20540,J. Divan,Jatin Divan
311,35438,20542,K Virk,Kabir Virk
1516,35440,20543,Jatin Divan,Jatin Divan
1510,35445,20545,D Yadav,Daksh Yadav
1316,35447,20546,Zaid Srivastava,Zaid Srivastava
1139,35448,20547,Z Yohannan,Zayan Yohannan
1227,35449,20547,Amol Andra,Amol Andra
966,35450,20548,Ekaraj Sundaram,Ekaraj Sundaram
1795,35453,20549,L. Datta,Lavanya Datta
358,35454,20549,E. Kaur,Ethan Kaur
710,35455,20549,Anay Keer,Anay Keer
127,35458,20550,Rushil Chaudhari,Rushil Chaudhari
865,35461,20551,Gaurangi Arora,Gaurangi Arora
1716,35462,20552,E Bhat,Eesha Bhat
358,35474,20562,E Kaur,Ethan Kaur
1744,35475,20562,Robert Randhawa,Robert Randhawa
1076,35477,20563,Ansh Puri,Ansh Puri
1091,35479,20564,Ansh Chadha,Ansh Chadha
1055,35485,20567,Timoty Lall,Timothy Lall
1166,35487,20568,Farhan Saraf,Farhan Saraf
137,35491,20570,Indrajit Shetty,Indrajit Shetty
1409,35493,20572,Z Ganguly,Zayan Ganguly
585,35495,20573,J Chada,Jack Chada
1211,35500,20576,Bahadurjit Majumdar,Bahadurjit Majumdar
1516,35501,20576,Jatin Divan,Jatin Divan
1232,35502,20576,Umang Ahluwalia,Umang Ahluwalia
1516,35509,20582,Jatin Divan,Jatin Divan
900,35517,20586,L Gaba,Luke Gaba
151,35519,20586,Wahab Kant,Wahab Kant
1567,35520,20586,Zehaan Chad,Zehaan Chad
587,35521,20587,O. Sagar,Oeshi Sagar
40,35524,20589,Henry Pall,Henry Pall
1579,35528,20592,Azaan Patla,Azaan Patla
137,35533,20594,Indrajit Shetty,Indrajit Shetty
1464,35537,20595,W. Gill,Warinder Gill
1207,35540,20597,C Sangha,Chandran Sangha
1200,35541,20598,Nitesh Sankar,Nitesh Sankar
1258,35543,20599,A. Khatri,Advaith Khatri
375,35544,20599,T Divan,Tanish Divan
1055,35546,20599,Timothy Lall,Timothy Lall
535,35549,20600,P Edwin,Praneel Edwin
1316,35550,20601,Zaid Srivastava,Zaid Srivastava
541,35553,20602,Ekapad Chhabra,Ekapad Chhabra
279,35554,20603,I Mane,Indali Mane
1464,35557,20603,Warinder Gill,Warinder Gill
535,35558,20604,P. Edwin,Praneel Edwin
40,35559,20605,Henry Pall,Henry Pall
587,35565,20609,O Sagar,Oeshi Sagar
376,35566,20610,Vyanjana Kapur,Vyanjana Kapur
356,35567,20610,C Jani,Chandresh Jani
1596,35573,20613,A Boase,Avi Boase
1464,35576,20616,Warinder Gill,Warinder Gill
795,35581,20620,Max Chandra,Max Chandra
243,35583,20621,Aditya Murty,Aditya Murty
535,35588,20622,Praneel Edwin,Praneel Edwin
1534,35589,20622,A. Murthy,Aadi Murthy
