VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
16173,14703,Jason Suri,20,M,0
16174,14704,Anamika Gala,18,F,0
16175,14705,Anika Dugal,25,F,0
16176,14706,Alka Dhillon,60,F,0
16177,14707,Warinder Acharya,30,M,0
16178,14709,Elijah Kalita,50,M,0
16179,14710,Manya Sunder,55,F,0
16180,14711,Bachittar Raval,11,M,0
16181,14712,Azaan Kunda,80,M,0
16182,14714,Jairaj Grover,29,M,0
16183,14715,Yatin Raman,25,M,0
16184,14716,Ria Naik,53,F,0
16185,14717,Siya Vig,29,F,0
16186,14719,Amara Dhar,40,F,0
16187,14720,Amruta Dutt,1,F,0
16188,14721,Divya Murty,5,F,0
16189,14721,Christopher Rana,42,M,0
16190,14722,Unnati Naidu,1,F,0
16191,14723,Nirja Krish,69,F,0
16192,14723,Chandresh Jhaveri,51,M,0
16193,14724,Isha Som,74,F,0
16194,14725,Kamala Khare,11,F,0
16195,14726,Ijaya Bala,66,F,0
16196,14728,Michael Karnik,9,M,0
16197,14729,Pallavi Oza,54,F,0
16198,14729,Charan Khalsa,6,M,0
16199,14730,Upkaar Agrawal,37,M,0
16200,14731,Darika Shan,65,F,0
16201,14732,Tejas Wable,52,M,0
16202,14733,Aarush Baral,31,M,0
16203,14736,Chatura Varughese,60,M,0
16204,14737,Baghyawati Bhattacharyya,29,F,0
16205,14738,Noah Manda,47,M,0
16206,14739,Charan Rajan,55,M,0
16207,14741,Rachana Badami,46,F,0
16208,14741,Libni Kothari,46,F,0
16209,14741,Lavanya Shenoy,27,F,0
16210,14743,Jackson Narang,62,M,0
16211,14744,Nathan Trivedi,83,M,0
16212,14745,Chavvi Atwal,68,F,0
16213,14746,Advay Mann,51,M,0
16214,14747,Manya Rout,63,F,0
16215,14747,Harish Soni,56,M,0
16216,14748,Kashvi Bose,39,F,0
16217,14749,Manan Lal,54,M,0
16218,14750,Zaid Goyal,52,M,0
16219,14750,Priya Karan,6,F,0
16220,14750,Bhavani Arya,81,F,0
16221,14751,Ansh Badal,85,M,0
16222,14752,Jeevika Bhargava,44,F,0
16223,14752,Pranit Sheth,81,M,0
16224,14752,Krisha Kade,12,F,0
16225,14753,Finn Kapur,9,M,0
16226,14753,Zaid Kulkarni,21,M,0
16227,14755,Umang Sastry,44,M,0
16228,14756,Caleb Shukla,44,M,0
16229,14757,Sneha Dhillon,27,F,1
16230,14758,Samar Mitter,8,M,0
16231,14759,Samar Mukhopadhyay,73,M,0
16232,14760,Anvi Banerjee,45,F,0
16233,14761,Qushi Mangat,39,F,0
16234,14762,Mitali Sur,2,F,0
16235,14763,Ethan Mallick,29,M,0
16236,14764,Krishna Misra,30,M,0
16237,14765,Girik Mitra,71,M,0
16238,14766,Siya Zachariah,78,F,0
16239,14766,Inaya Deshmukh,3,F,0
16240,14767,Sachi Kakar,59,F,0
16241,14768,Upma Parmar,1,F,0
16242,14769,Ranbir Rajan,20,M,0
16243,14770,Triya Choudhary,6,F,0
16244,14771,Radha Shere,56,T,0
16245,14772,Upadhriti Dash,85,F,0
16246,14773,Pahal Singh,52,F,0
16247,14775,Nathan Gulati,19,M,0
16248,14776,Ekiya Tandon,72,F,0
16249,14776,Rayaan Aurora,52,M,0
16250,14777,Prisha Nath,10,F,0
16251,14778,Janani Raja,58,F,0
16252,14779,Mason Goswami,3,M,0
16253,14780,Hemang Ramanathan,83,M,0
16254,14780,Anamika Comar,15,F,0
16255,14781,Warjas Devan,43,M,0
16256,14782,Gayathri Bhat,46,F,0
16257,14784,Naksh Pathak,9,M,0
16258,14784,Maanav Wadhwa,42,M,0
16259,14786,Vihaan Bhavsar,16,M,0
16260,14788,Geetika Vaidya,85,F,0
16261,14789,Harini Jaggi,34,F,0
16262,14790,Gopal Dada,44,M,0
16263,14791,Urishilla Sarin,65,F,0
16264,14791,Yagnesh Mani,39,M,0
16265,14791,Siddharth Kade,9,M,0
16266,14792,Eiravati Ramanathan,66,F,0
16267,14793,Rishi Palla,4,M,0
16268,14794,Ekantika Kar,42,F,0
16269,14795,Yochana Iyengar,27,F,1
16270,14796,Tamanna Vig,35,F,0
16271,14796,Krish Som,21,M,0
16272,14797,Hritik Sanghvi,80,M,0
16273,14798,Jacob Chaudry,6,M,0
16274,14799,Chandani Parsa,82,T,0
16275,14800,Upadhriti Sura,58,F,0
16276,14801,Nathan Bose,35,M,0
16277,14802,Brinda Wali,75,F,0
16278,14803,Omaja Bandi,72,F,0
16279,14803,Mitesh Devan,30,M,0
16280,14804,Ekantika Sethi,67,F,0
16281,14805,Yahvi Nath,61,F,0
16282,14806,Nisha Bumb,47,F,0
16283,14808,Barkha Shah,65,F,0
16284,14809,Liam Agate,25,M,0
16285,14809,Nirja Ravel,22,F,0
16286,14810,Azaan Ben,18,M,0
16287,14811,Anthony Sethi,9,M,0
16288,14812,Triya Kalita,55,F,0
16289,14812,Karan Verma,60,M,0
16290,14813,Ojasvi Narula,55,F,0
16291,14814,Damini Setty,24,F,0
16292,14815,Harini Srinivasan,73,F,0
16293,14815,Jagdish Khalsa,4,M,0
16294,14816,Aachal Ravel,21,F,0
16295,14817,Adweta Mall,50,F,0
16296,14818,Damini Viswanathan,10,T,0
16297,14819,Meera Rau,65,F,0
16298,14819,Hemang Chana,65,M,0
16299,14820,Girindra Mangat,24,M,0
16300,14821,Indrajit Oza,56,M,0
16301,14822,Aarnav Som,84,M,0
16302,14823,Wishi Gandhi,48,F,0
16303,14824,Chatura Ramachandran,34,M,0
16304,14825,Girik Sawhney,20,M,0
16305,14826,Priya Gulati,7,F,0
16306,14826,Parth Krishna,28,M,0
16307,14826,Falak Bhattacharyya,66,T,0
16308,14827,Baljiwan Ghose,6,M,0
16309,14828,Vivaan Nath,25,M,0
16310,14828,Nidhi Solanki,45,F,0
16311,14829,Varenya Oak,70,F,0
16312,14830,Leela Gour,53,F,0
16313,14831,Varsha Karpe,1,F,0
16314,14833,Ikshita Tank,61,F,0
16315,14834,Nicholas Prakash,45,M,0
16316,14836,Imaran Patel,9,M,0
16317,14837,Michael Desai,19,M,0
16318,14838,Janani Patil,70,F,0
16319,14839,Ekta Dhillon,77,F,0
16320,14840,Yochana Issac,17,F,0
16321,14841,Rishi Babu,34,M,0
16322,14842,Aachal Bal,81,F,0
16323,14843,Oni Morar,83,F,0
16324,14843,Ishaan Joshi,58,M,0
16325,14844,Anika Ratti,48,F,0
16326,14845,Vansha Jha,60,F,0
16327,14846,Anthony Puri,60,M,0
16328,14846,Joshua Bava,1,M,0
16329,14847,Aahana Batra,16,F,0
16330,14848,Mekhala Patla,48,F,0
16331,14851,Anmol Bhat,61,M,0
16332,14851,Anamika Mistry,63,F,0
16333,14851,Hema Gala,45,F,0
16334,14852,Lakshmi Sane,11,F,0
16335,14854,Idika Bedi,21,F,0
16336,14854,Tamanna Panchal,72,F,0
16337,14855,Guneet Randhawa,2,M,0
16338,14855,Abeer Kara,35,M,0
16339,14856,Aryan Gaba,56,M,0
16340,14856,Onkar Puri,53,M,0
16341,14857,Viraj Borah,71,M,0
16342,14858,Yashoda Chadha,79,T,0
16343,14859,Anvi Raval,11,F,0
16344,14861,Dipta Patla,36,F,0
16345,14862,Faqid Ghose,37,M,0
16346,14862,Azad Toor,27,M,0
16347,14862,Yahvi Krishnamurthy,4,F,0
16348,14864,Yoshita Mitter,84,F,0
16349,14866,Harrison Saini,42,M,0
16350,14866,Rachana Contractor,65,F,0
16351,14867,Vidhi Chanda,16,F,0
16352,14868,Shaurya Dani,41,M,0
16353,14869,Henry Kurian,15,M,0
16354,14870,Advay Puri,58,M,0
16355,14871,Sudiksha Patla,65,F,0
16356,14872,Yug Biswas,21,M,0
16357,14873,Anmol Nagar,19,M,0
16358,14874,Vanya Choudhary,83,F,0
16359,14875,Gaurangi Kade,43,T,0
16360,14876,Dominic Sidhu,67,M,0
16361,14877,Jacob Verma,37,M,0
16362,14878,Amara Lad,85,F,0
16363,14879,Chasmum Yogi,43,F,0
16364,14880,Saanvi Sule,64,F,0
16365,14881,Banjeet Sachar,44,M,0
16366,14881,Zehaan Lad,59,M,0
16367,14882,Nandini Kumer,3,F,0
16368,14883,Tejas Kothari,23,M,0
16369,14884,Jhalak Warrior,7,F,0
16370,14885,Ikshita Karpe,71,F,0
16371,14886,Wriddhish Kata,2,M,0
16372,14887,Ucchal Rajan,42,F,0
16373,14888,Dhriti Sunder,47,F,0
16374,14889,Ishani Raja,19,F,0
16375,14890,Hemangini Raval,78,F,0
16376,14891,Sanaya Garde,75,F,0
16377,14892,Gautami Prasad,60,F,0
16378,14893,Bhavini Ganesan,40,F,0
16379,14893,Krishna Keer,23,M,0
16380,14894,Yashoda Thakkar,31,F,0
16381,14894,Mitali Sami,16,F,0
16382,14895,Dhriti Srinivasan,85,F,0
16383,14896,Siya Grover,17,F,0
16384,14897,Warda Dhar,50,F,0
16385,14898,Ekta Sarin,2,F,0
16386,14898,Pooja Guha,13,F,0
16387,14899,Inaya Varughese,35,F,0
16388,14900,Eshana Ranganathan,22,F,0
16389,14900,Damyanti Dhaliwal,31,F,0
16390,14901,Upma Suresh,73,T,0
16391,14902,Ojasvi Chaudhari,31,F,0
16392,14902,Tristan Palla,56,M,0
16393,14903,Ekavir Khare,2,M,0
16394,14905,Krishna Maharaj,42,F,0
16395,14905,Oeshi Bhakta,33,F,0
16396,14906,Quincy Bora,69,M,0
16397,14909,Wridesh Edwin,50,M,0
16398,14909,Mahika Malhotra,60,F,0
16399,14910,Aarna Barad,46,F,0
16400,14910,Jairaj Dhaliwal,45,M,0
16401,14911,Brinda Sinha,68,F,0
16402,14912,Mekhala Barad,31,F,1
16403,14912,Reyansh Chahal,59,M,0
16404,14914,Urmi Master,50,F,0
16405,14915,Harini Taneja,73,F,0
16406,14915,Aarav Bava,69,M,0
16407,14916,Upadhriti Banik,58,F,0
16408,14916,Charita Sinha,84,F,0
16409,14917,Sai Hari,39,F,0
16410,14918,Caleb Khalsa,9,M,0
16411,14921,Qadim Nayak,11,M,0
16412,14922,Umang Kapur,34,M,0
16413,14924,Umang Murthy,60,M,0
16414,14925,Rachana Keer,64,F,0
16415,14925,Ryan Sastry,47,M,0
16416,14925,Yadavi Ratti,31,F,0
16417,14926,Tanish Chokshi,66,M,0
16418,14927,Prisha Wason,51,F,0
16419,14927,Diya Dhaliwal,61,F,0
16420,14928,Charan Sani,14,M,0
16421,14930,Sathvik Mahajan,55,M,0
16422,14930,Chanakya Bath,72,M,0
16423,14931,Xavier Bhat,45,M,0
16424,14932,Bishakha Hans,54,F,0
16425,14936,Anita Gala,80,F,0
16426,14937,Tripti Dass,48,F,0
16427,14938,Mason Divan,70,M,0
16428,14940,Dayamai Dhaliwal,76,F,0
16429,14941,Rachita Batra,70,F,0
16430,14941,Chandresh Borde,62,M,0
16431,14942,Ladli Raghavan,83,F,0
16432,14943,Rehaan Dutt,12,M,0
16433,14944,Waida Garg,59,F,0
16434,14945,Gaurang Sharma,21,M,0
16435,14946,Ethan Kade,60,M,0
16436,14947,Harrison Raval,62,M,0
16437,14949,Samar Swaminathan,52,M,0
16438,14950,Brijesh Samra,58,M,0
16439,14951,Eshana Joshi,34,F,0
16440,14952,Meera Jain,64,F,0
16441,14953,Omya Sunder,16,F,0
16442,14954,Tamanna Pal,71,F,0
16443,14955,Krisha Jha,74,F,0
16444,14956,Nicholas Gopal,46,M,0
16445,14957,Victor Saha,83,M,0
16446,14958,Ira Chaudhuri,25,F,0
16447,14958,Rishi Tak,11,M,0
16448,14958,Peter Bahl,15,M,0
16449,14960,Pooja Bains,59,F,0
16450,14961,Balendra Raval,70,M,0
16451,14962,Fiyaz Yogi,64,M,0
16452,14964,Abhimanyu Baria,18,M,0
16453,14965,Ethan Kala,32,M,0
16454,14966,Harinakshi Rout,21,F,0
16455,14967,Lopa Soni,66,F,0
16456,14968,Raksha Jaggi,35,F,0
16457,14970,Oviya Taneja,58,F,0
16458,14971,Rayaan Chhabra,66,M,0
16459,14971,Gagan Merchant,56,M,0
16460,14972,Omya Mannan,13,F,0
16461,14973,Arya Maharaj,14,F,0
16462,14974,Oscar Raj,35,M,0
16463,14974,Bhanumati Raja,68,F,0
16464,14976,Ganga Atwal,30,F,0
16465,14978,Ojas Sengupta,71,M,0
16466,14979,Yasti Raval,20,F,0
16467,14980,Guneet Boase,32,M,0
16468,14981,Luke Lalla,36,M,0
16469,14981,Rushil Bhattacharyya,70,M,0
16470,14983,Girik Chokshi,53,M,0
16471,14984,Ranveer Magar,51,M,0
16472,14986,Radhika Lall,44,F,0
16473,14986,Dhriti Jha,40,F,0
16474,14987,Atharv Saha,58,M,0
16475,14987,Manan Kant,35,M,0
16476,14988,Chaitanya Panchal,44,M,0
16477,14988,Rayaan Kalla,16,M,0
16478,14989,Chavvi Bajaj,56,F,0
16479,14989,Warinder Bala,23,M,0
16480,14990,Hamsini Kar,22,F,0
16481,14991,Chatura Kade,6,M,0
16482,14992,Girish Chanda,60,M,0
16483,14995,Bhavya Tripathi,31,F,0
16484,14996,Champak Solanki,42,M,0
16485,14997,Upadhriti Sachar,50,F,0
16486,14998,Anusha Sibal,30,F,0
16487,14998,Amrita Kumer,73,T,0
16488,14998,Dominic Borde,12,M,0
16489,14999,Girik Batra,30,M,0
16490,15000,Krishna Ahuja,59,M,0
16491,15000,Meera Jha,53,F,0
16492,15001,Lipika Jani,19,F,0
16493,15003,Owen Sridhar,64,M,0
16494,15004,Gopal Choudhary,18,M,0
16495,15005,Jairaj Sarma,61,M,0
16496,15005,Pahal Jain,72,F,0
16497,15006,Bishakha Loke,79,F,0
16498,15007,Laban Contractor,73,M,0
16499,15008,Ishita Jayaraman,61,F,0
16500,15010,Reyansh Bains,25,M,0
16501,15011,Frado Bhakta,5,M,0
16502,15013,Varsha Sidhu,66,F,0
16503,15014,Rudra Kohli,17,M,0
16504,15014,Indira Barad,21,F,0
16505,15015,Darsh Srinivas,65,M,0
16506,15016,Vedhika Butala,37,F,0
16507,15016,Ekta Mutti,79,F,0
16508,15017,Ati Rattan,11,F,0
16509,15019,Vritti Srinivas,85,F,0
16510,15020,Nirja Deol,18,F,0
16511,15021,Udarsh Iyer,10,M,0
16512,15022,Panini Butala,1,F,0
16513,15023,Falan Dave,46,M,0
16514,15024,Zilmil Dora,84,F,0
16515,15025,Krish Oza,34,M,0
16516,15026,Utkarsh Sethi,66,M,0
16517,15027,Anika Shan,23,F,0
16518,15028,Vamakshi Chaudhary,59,F,0
16519,15029,Zashil Mittal,65,M,0
16520,15030,Pranit Kapur,64,M,0
16521,15031,Faras Swamy,64,M,0
16522,15032,Jeremiah Murty,48,M,0
16523,15033,Yutika Bawa,62,F,0
16524,15034,Vincent Jaggi,51,M,0
16525,15035,Wyatt Soni,15,M,0
16526,15036,Charvi Narayanan,7,F,0
16527,15038,Sachi Aurora,68,F,0
16528,15040,Eiravati Devi,30,F,0
16529,15041,Harshil Dua,59,M,0
16530,15042,Chandani Bal,12,F,0
16531,15044,Owen Saxena,67,M,0
16532,15045,Raghav Deep,48,M,0
16533,15045,Jason Wadhwa,66,M,0
16534,15046,Ucchal Sachdeva,17,F,0
16535,15047,Ekani Thaman,27,F,0
16536,15050,Yashica Gola,15,F,0
16537,15050,Arjun Sridhar,31,M,0
16538,15050,Tanveer Narang,44,M,0
16539,15051,Karan Lall,44,M,0
16540,15052,Anay Mohanty,8,M,0
16541,15052,Mohini Sem,71,F,0
16542,15053,Priya Chokshi,11,F,0
16543,15054,Orinder Kashyap,81,M,0
16544,15054,Indira Badal,2,F,0
16545,15054,Vritti Majumdar,15,F,0
16546,15055,Simon Tank,47,M,0
16547,15056,Anika Yogi,1,F,0
16548,15057,Saanvi Suresh,43,F,0
16549,15058,Noah Sundaram,3,M,0
16550,15059,Nilima Sachdev,29,F,0
16551,15060,Divya Bhattacharyya,6,F,0
16552,15061,Tripti Ramachandran,62,F,0
16553,15062,Finn Jhaveri,1,M,0
16554,15063,Damini Varkey,46,F,0
16555,15064,Bhanumati Jain,51,F,0
16556,15065,Tripti Murthy,83,F,0
16557,15065,Brijesh Menon,35,M,0
16558,15065,Gopal Mahal,48,M,0
16559,15066,Mahika Deshpande,7,F,0
16560,15066,Nandini Baria,54,F,0
16561,15067,Jasmit Gill,29,F,0
16562,15069,Chakrika Ahluwalia,19,F,0
16563,15070,Kavya Sen,40,F,0
16564,15071,Ekta Bhavsar,82,F,0
16565,15071,Warjas Joshi,83,M,0
16566,15072,Indali Bawa,55,F,0
16567,15073,Imaran Kant,63,M,0
16568,15074,Aahana Parekh,25,F,0
16569,15074,Mugdha Mall,77,F,0
16570,15074,Bakhshi Keer,67,M,0
16571,15075,Dev Chopra,16,M,0
16572,15077,Farhan Mohanty,53,M,0
16573,15078,Ladli Bassi,26,F,0
16574,15079,Yasti Parsa,82,F,0
16575,15080,Hemal Nanda,55,F,0
16576,15081,Hemani Dewan,38,F,0
16577,15082,Meera Sehgal,35,F,0
16578,15082,Baljiwan Pandit,23,M,0
16579,15082,Charan Ghosh,9,M,0
16580,15083,Chakrika Naik,25,F,0
16581,15084,Ekbal Varghese,29,M,0
16582,15085,Peter Sengupta,47,M,0
16583,15085,Vrinda Halder,68,F,0
16584,15085,Darpan Dugar,59,M,0
16585,15086,Yashica Oak,48,F,0
16586,15088,Pushti Char,85,F,0
16587,15090,Nirja Bhagat,6,F,0
16588,15090,Warinder Bal,78,M,0
16589,15091,Niharika Contractor,73,F,0
16590,15091,Panini Natarajan,24,F,0
16591,15092,Gopal Natt,3,M,0
16592,15094,Zansi Deo,23,F,0
16593,15095,Jagrati Mand,34,F,0
16594,15096,Bahadurjit Agarwal,70,M,0
16595,15097,Aahana Dyal,16,F,0
16596,15097,Omkaar Palla,23,M,0
16597,15098,Wazir Kapoor,14,M,0
16598,15099,Jacob Nadkarni,16,M,0
16599,15100,Falak Nadig,30,F,0
16600,15102,Oliver Gokhale,37,M,0
16601,15102,Aachal Agrawal,40,F,0
16602,15102,Chameli Loyal,64,F,0
16603,15103,Amruta Rajagopal,36,F,0
16604,15104,Ishanvi Pandey,77,F,0
16605,15105,Teerth Chhabra,54,M,0
16606,15105,Tanish Divan,9,M,0
16607,15106,Mohini Sibal,44,F,0
16608,15107,Nicholas Bora,69,M,0
16609,15108,Sachi Murty,83,F,0
16610,15109,Wakeeta Buch,84,F,0
16611,15111,Logan Mittal,53,M,0
16612,15113,Samarth Som,56,M,0
16613,15113,Kiaan Ghosh,11,M,0
16614,15113,Eshana Sachar,30,F,0
16615,15115,Raghav Shukla,48,M,0
16616,15116,Deepa Viswanathan,76,F,0
16617,15117,Ira Tata,54,F,0
16618,15118,Faras Arora,34,M,0
16619,15119,Januja Trivedi,70,F,0
16620,15120,Pratyush Barad,9,M,0
16621,15121,Guneet Som,74,M,0
16622,15122,Harish Sood,23,M,0
16623,15122,Ucchal Chhabra,83,F,0
16624,15122,Mohini Sami,62,F,0
16625,15123,Rehaan Murthy,42,M,0
16626,15124,Qushi Patel,32,F,0
16627,15126,Radhika Narayan,54,F,0
16628,15127,Mohammed Mutti,6,M,0
16629,15127,Ekiya Varughese,74,F,0
16630,15128,Samarth Nagar,83,M,0
16631,15129,Arin Singh,76,M,0
16632,15130,Orinder Nayar,54,M,0
16633,15131,Rohan Dara,42,M,0
16634,15132,Zilmil Kaur,28,F,0
16635,15132,Nilima Rai,67,F,0
16636,15133,Bina Dhar,14,F,0
16637,15134,Urishilla Bassi,5,F,0
16638,15134,Rachita Bajwa,55,F,0
16639,15134,Sathvik Naik,77,M,0
16640,15135,Charles Bahri,58,M,0
16641,15136,Netra Babu,29,F,0
16642,15136,Chaitaly Kar,49,F,1
16643,15136,Nathaniel Rana,83,M,0
16644,15137,Zashil Jaggi,20,M,0
16645,15138,Madhavi Nazareth,76,F,0
16646,15139,Madhavi Brar,31,F,0
16647,15139,Niharika Bhatnagar,68,F,0
16648,15139,Samarth Raja,4,M,0
16649,15140,Keya Som,84,F,0
16650,15141,Agastya Dada,7,M,0
16651,15142,Theodore Bhatnagar,14,M,0
16652,15143,Hiral Ravi,29,F,0
16653,15144,Daniel Aurora,52,M,0
16654,15145,Quincy Saxena,42,M,0
16655,15146,Bhavani Gour,27,F,0
16656,15147,Viraj Luthra,71,M,0
16657,15148,Jonathan Wason,24,M,0
16658,15149,Darika Bora,7,F,0
16659,15150,Rachit Arya,34,M,0
16660,15152,Oviya Babu,59,F,0
16661,15153,David Tailor,30,M,0
16662,15154,Nitara Chatterjee,8,F,0
16663,15155,Dalbir Karnik,31,M,0
16664,15156,Falak Dayal,6,F,0
16665,15156,Veer Mallick,83,M,0
16666,15156,Samar Mitter,42,M,0
16667,15158,Chakradev Khanna,85,M,0
16668,15159,Neel Kadakia,41,M,0
16669,15161,Krish Bhargava,7,M,0
16670,15162,Ikbal Batra,78,M,0
16671,15164,Chandran Bali,57,M,0
16672,15165,Isaiah Das,45,M,0
16673,15165,Oeshi Borra,80,F,0
16674,15166,Bahadurjit Sachdev,43,M,0
16675,15167,Jagrati Korpal,25,F,0
16676,15167,Gaurav Sankaran,9,M,0
16677,15168,Yochana Rattan,25,F,0
16678,15169,Aahana Thakkar,55,F,0
16679,15170,Dakshesh Loyal,36,M,0
16680,15170,Yutika Wason,80,T,0
16681,15171,Benjamin Sundaram,70,M,0
16682,15171,Amaira Parmer,62,F,0
16683,15172,Faqid Kunda,38,M,0
16684,15173,Daksh Butala,7,M,0
16685,15174,Advik Patla,16,M,0
16686,15176,Lila Madan,68,F,0
16687,15176,Yasti Dhaliwal,27,F,0
16688,15177,Sanya Pall,51,F,0
16689,15180,Advaith D’Alia,51,M,0
16690,15183,Raagini Dugal,17,F,0
16691,15184,Bishakha Pal,76,F,0
16692,15185,Xiti Oommen,51,F,0
16693,15186,Sara Morar,85,F,0
16694,15187,Oviya Mitter,31,F,0
16695,15187,Gautami Shenoy,30,F,0
16696,15189,Sai Dhar,18,M,0
16697,15190,Dhruv Comar,65,M,0
16698,15192,Indali Sur,58,F,0
16699,15193,Darpan Nori,82,M,0
16700,15194,Anirudh Bahri,52,M,0
16701,15195,Jhalak Sachdeva,77,F,0
16702,15198,Manan Chakraborty,70,M,0
16703,15199,Sara Gara,26,F,0
16704,15199,Suhani Batta,42,F,0
16705,15200,Vedika Kulkarni,41,F,0
16706,15200,Unni Doshi,52,F,0
16707,15201,Theodore Pal,31,M,0
16708,15202,Harita Singh,22,F,0
16709,15203,Vasatika Choudhary,68,F,0
16710,15204,Vasana Bhat,44,F,0
16711,15205,Harshil Mann,50,M,0
16712,15206,Kashish Kata,41,F,0
16713,15207,Yamini Tripathi,46,F,0
16714,15207,Aryan Lala,34,M,0
16715,15207,Prisha Lal,57,F,0
16716,15209,Upasna Dalal,5,F,0
16717,15210,Qasim Zachariah,80,M,0
16718,15211,Adweta Karpe,11,F,0
16719,15212,Wridesh Nazareth,75,M,0
16720,15213,Wridesh Dutt,40,M,0
16721,15214,Bhavika Rajagopal,64,F,0
16722,15215,Logan Narang,73,M,0
16723,15215,Peter Edwin,74,M,0
16724,15216,Avni Sarkar,14,F,0
16725,15217,Kabir Kakar,37,M,0
16726,15218,Gaurav Batta,54,M,0
16727,15218,Jagrati Aurora,23,F,0
16728,15219,Ojas Nanda,27,M,0
16729,15220,Yasti Setty,62,F,0
16730,15221,Onkar Gulati,81,M,0
16731,15223,Kavya Johal,61,F,0
16732,15224,Vamakshi Rama,8,F,0
16733,15225,Nitesh Chaudhuri,19,M,0
16734,15227,Panini Apte,72,F,0
16735,15228,Madhav Date,81,M,0
16736,15229,Yasti Korpal,52,F,0
16737,15229,Garima Chad,24,F,0
16738,15230,Zansi Bhatia,18,F,0
16739,15230,Faris Kalla,68,M,0
16740,15230,Aadi Upadhyay,44,M,0
16741,15233,Zayan Oak,18,M,0
16742,15234,Udarsh Sahota,32,M,0
16743,15235,Atharv Viswanathan,85,M,0
16744,15237,Yachana Prabhu,8,F,0
16745,15238,Anamika Verma,12,F,0
16746,15238,Krisha Mangal,61,F,0
16747,15239,Faqid Verma,33,M,0
16748,15240,Madhavi Tripathi,82,F,0
16749,15241,Siddharth Virk,73,M,0
16750,15242,Luke Randhawa,74,M,0
16751,15242,Vrinda Shankar,62,F,0
16752,15243,Avi Dixit,70,M,0
16753,15244,Darpan Tank,40,M,0
16754,15245,Ansh Gaba,19,M,0
16755,15245,Urvi Dara,12,F,0
16756,15246,Shivani Cherian,65,F,0
16757,15247,Yutika Ahuja,57,F,0
16758,15248,Qadim Kapoor,20,M,0
16759,15249,Udant Nanda,48,M,0
16760,15252,Frederick Bose,43,M,0
16761,15252,Arjun Chacko,28,M,0
16762,15253,Meera Sani,59,T,0
16763,15254,Harita Walla,75,F,0
16764,15255,Nirja Vaidya,18,F,0
16765,15256,Advika Dara,24,F,0
16766,15257,Sanaya Zacharia,26,F,0
16767,15257,Tarak Chanda,41,M,0
16768,15257,Madhavi Gara,9,F,0
16769,15258,Triveni Maharaj,28,F,0
16770,15259,Tanveer Khare,74,M,0
16771,15260,Ekta Balasubramanian,14,F,0
16772,15260,Nisha Keer,83,F,0
16773,15261,Yashica Mitter,79,F,0
16774,15261,Nidra Loke,76,F,0
16775,15262,Anvi Sule,2,F,0
16776,15264,Shravya Subramanian,73,F,0
16777,15265,Kai Wagle,40,M,0
16778,15265,Raagini Chokshi,45,F,0
16779,15265,Parth Bajaj,41,M,0
16780,15266,Gunbir Kashyap,49,M,0
16781,15267,Jacob Chauhan,6,M,0
16782,15267,Priya Kade,37,F,0
16783,15268,Omkaar Vohra,47,M,0
16784,15269,Victor Varghese,54,M,0
16785,15270,Ekaja Parmar,51,F,0
16786,15270,Lajita Padmanabhan,71,F,0
16787,15272,Avi Murty,27,M,0
16788,15273,Balvan Gola,11,M,0
16789,15274,Manan Narasimhan,14,M,0
16790,15276,Mahika Nazareth,68,F,0
16791,15277,Ayaan Pant,10,M,0
16792,15277,Aryan Lalla,76,M,0
16793,15277,Vinaya Tandon,30,F,0
16794,15278,Naveen Talwar,64,M,0
16795,15279,Ekantika Rajagopalan,75,F,0
16796,15280,Varsha Yadav,16,F,0
16797,15280,Mohammed Om,74,M,0
16798,15281,Gayathri Jha,38,F,0
16799,15282,Wridesh Morar,13,M,0
16800,15282,Aishani Sibal,84,T,0
16801,15283,Suhani Krishnamurthy,14,F,0
16802,15283,Deepa Dewan,2,F,0
16803,15284,Fariq Nazareth,30,M,0
16804,15286,Charita Raju,84,F,0
16805,15289,Priya Konda,78,T,0
16806,15290,Qadim Setty,13,M,0
16807,15290,Indali Kapur,74,F,0
16808,15291,Henry Lall,55,M,0
16809,15291,Jhalak Goswami,67,F,0
16810,15292,Rajata Sachar,73,F,0
16811,15293,Alexander Oommen,14,M,0
16812,15294,Dev Shan,4,M,0
16813,15295,Siya Kibe,7,T,1
16814,15297,Maya Sant,21,F,0
16815,15298,Omisha Jha,72,F,0
16816,15299,Idika Tandon,37,F,0
16817,15299,Zansi Dalal,73,F,0
16818,15300,Tarak Prakash,32,M,0
16819,15301,Henry Kapadia,82,M,0
16820,15302,Zaitra Sura,59,T,0
16821,15302,Jasmit Narain,81,F,0
16822,15304,Naveen Dey,62,M,0
16823,15305,Saanvi Bera,48,F,0
16824,15305,Aarnav Dugar,71,M,0
16825,15306,Xiti Vohra,32,F,0
16826,15307,Rayaan Som,26,M,0
16827,15307,Upkaar Sachdeva,48,M,0
16828,15308,Vansha Ray,39,F,0
16829,15309,Ojasvi Panchal,1,F,0
16830,15310,Rishi Kade,65,M,0
16831,15311,Advika Ganesan,58,F,0
16832,15312,Liam Sha,15,M,0
16833,15313,Ranbir Nori,36,M,0
16834,15313,Turvi Varty,28,F,0
16835,15313,Chandresh Madan,14,M,0
16836,15314,Aishani Gulati,33,F,0
16837,15316,Madhavi Doshi,14,F,0
