AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
34935,20247,N. Sankar,34,M,A1
34936,20248,Bahadurjit Majumdar,36,M,A1
34937,20249,Jacob Parikh,39,M,A1
34938,20250,Manan Devan,39,M,A1
34939,20250,Hitesh Ramakrishnan,51,M,A2
34940,20251,Isaiah Sawhney,33,M,A1
34941,20252,Mohammed Sachdev,17,M,A1
34942,20253,Chandran Ganguly,59,M,A1
34943,20253,Aditya Deol,18,M,A2
34944,20254,Wahab Bali,20,M,A1
34945,20255,Nicholas Pal,29,M,A1
34946,20256,C Jani,39,M,A1
34947,20257,E Chhabra,42,M,A1
34948,20257,Girindra Mallick,47,M,A2
34949,20258,Daks Yadaw,50,M,A1
34950,20258,Naveen Natarajan,54,M,A2
34951,20259,Bachittar Acharya,50,M,A1
34952,20260,Anmol Dhar,16,M,A1
34953,20260,Zaid Srivastava,29,M,A2
34954,20260,Oliver Kapur,35,M,A3
34955,20261,Manthan Oak,27,M,A1
34956,20262,Balvan Chakraborty,24,M,A1
34957,20262,Guneet Mannan,31,M,A2
34958,20262,Yug Walia,38,M,A3
34959,20263,Logan Kumer,35,M,A1
34960,20263,Victor Iyengar,64,M,A2
34961,20264,Ansh Aggarwal,39,M,A1
34962,20265,Isaac Prabhu,58,M,A1
34963,20266,Nakul Mann,39,M,A1
34964,20267,Rusil Chaudhari,38,M,A1
34965,20267,David Taneja,28,M,A2
34966,20267,Yashodhara Peri,28,F,A3
34967,20268,Viraj Khare,56,M,A1
34968,20269,Anay Zacharia,49,M,A1
34969,20269,Jackson Bhalla,49,M,A2
34970,20269,Oeshi Sagar,52,F,A3
34971,20269,Liam Sampath,21,M,A4
34972,20270,Niharika Pandey,59,F,A1
34973,20270,Wahab Malhotra,41,M,A2
34974,20271,Rishi Vig,43,M,A1
34975,20271,Chakradhar Randhawa,38,M,A2
34976,20272,Ekbal Ganesan,54,M,A1
34977,20272,Timothy Soman,61,M,A2
34978,20273,Quincy Datta,38,M,A1
34979,20273,Ekanta Dugal,43,F,A2
34980,20273,Henry Pall,24,M,A3
34981,20274,Rachit Lad,19,M,A1
34982,20275,David Subramanian,35,M,A1
34983,20275,Lopa Agate,46,F,A2
34984,20275,Nitesh Sankar,34,M,A3
34985,20276,Reyansh Din,60,M,A1
34986,20277,Z Srivastava,28,M,A1
34987,20277,Thomas Tella,50,M,A2
34988,20278,Aayush Rau,49,M,A1
34989,20278,Anay Kir,53,M,A2
34990,20279,Faqid Kanda,37,M,A1
34991,20280,Advait katri,43,M,A1
34992,20280,Pranit Swamy,22,M,A2
34993,20281,Wyatt Merchant,20,M,A1
34994,20282,Zayyan Din,25,M,A1
34995,20283,Maanas Pau,63,M,A1
34996,20283,Lipika Deep,47,F,A2
34997,20284,U. Brahmbhatt,40,M,A1
34998,20284,G. Mahal,36,M,A2
34999,20285,Shaurya Joshi,51,M,A1
35000,20285,Sathvik Karnik,46,M,A2
35001,20286,Atharv Sur,18,M,A1
35002,20286,Dalbir Kata,49,M,A2
35003,20287,Teerth Sharma,60,M,A1
35004,20287,N Apte,49,F,A2
35005,20288,Jatin Diwan,19,M,A1
35006,20288,Wahab Kant,52,M,A2
35007,20288,Bachittar Cheema,33,M,A3
35008,20289,Gautam Majumdar,48,M,A1
35009,20290,Om More,16,M,A1
35010,20290,Falan Kulkarni,32,M,A2
35011,20291,Anay Tella,57,M,A1
35012,20291,D Yadav,52,M,A2
35013,20291,E. Mahal,48,M,A3
35014,20292,P. Borra,57,M,A1
35015,20293,Nitesh Balay,39,M,A1
35016,20294,Krishna Kumer,17,M,A1
35017,20295,Hredhaan Sehgal,27,M,A1
35018,20296,Darsh Mand,39,M,A1
35019,20296,Henry Pall,22,M,A2
35020,20296,Udant Bajaj,38,M,A3
35021,20297,Elijah Tripathi,25,M,A1
35022,20298,Dakshesh Dhar,31,M,A1
35023,20299,Jairaj Modi,39,M,A1
35024,20299,Karan Mani,38,M,A2
35025,20300,Indali Mane,41,F,A1
35026,20301,Nakul Vala,44,M,A1
35027,20301,N. Sankar,32,M,A2
35028,20302,P Rana,51,M,A1
35029,20303,Nidra Subramanian,35,F,A1
35030,20304,Bahadurjit Majumdar,36,M,A1
35031,20305,Reyansh Tiwari,49,M,A1
35032,20305,Ubika Rege,61,F,A2
35033,20306,Zayan Thakkar,16,M,A1
35034,20306,Patrick Guha,37,M,A2
35035,20307,Ryan Gaba,41,M,A1
35036,20308,A. Keer,52,M,A1
35037,20309,Gavin Rattan,39,M,A1
35038,20309,Lucky Chaudhari,53,M,A2
35039,20310,Nicholas Madan,39,M,A1
35040,20310,W. Saraf,34,M,A2
35041,20311,R. Mall,54,M,A1
35042,20311,Simon Mishra,27,M,A2
35043,20311,Suhani Deep,37,F,A3
35044,20312,Zehaan Bali,26,M,A1
35045,20312,Libni Mahal,18,F,A2
35046,20313,Gaurang Gulati,26,M,A1
35047,20313,Ekaraj Sundaram,25,M,A2
35048,20314,Yash Nagy,17,M,A1
35049,20315,Vasudha Mall,34,F,A1
35050,20315,Ekapad Chhabra,42,M,A2
35051,20315,Jack Chada,31,M,A3
35052,20316,Anay Keer,52,M,A1
35053,20317,Gautam Bhakta,48,M,A1
35054,20318,Adwaith katri,45,M,A1
35055,20318,Yatan Shah,21,M,A2
35056,20318,Arin Sachdeva,62,M,A3
35057,20319,Kai Mitra,45,M,A1
35058,20320,E Bandi,27,M,A1
35059,20320,Qushi Dass,45,F,A2
35060,20320,Ryan Bhalla,46,M,A3
35061,20321,Dalbir Trivedi,40,M,A1
35062,20321,Indrajit Nair,19,M,A2
35063,20321,Yachana Vyas,40,F,A3
35064,20322,Ekaraj Sundaram,23,M,A1
35065,20323,N. Pandya,51,M,A1
35066,20323,Samesh Doctor,31,M,A2
35067,20323,Veer Natt,57,M,A3
35068,20324,Jackson Padmanabhan,55,M,A1
35069,20325,Aayush Sanghvi,27,M,A1
35070,20326,A Ravel,31,M,A1
35071,20327,Ans Chadha,29,M,A1
35072,20327,Thomas Gera,58,M,A2
35073,20327,Ranveer Sodhi,60,M,A3
35074,20328,Ekbal Ravel,38,M,A1
35075,20328,Advay Om,48,M,A2
35076,20329,W Kant,52,M,A1
35077,20330,Balhaar Baral,49,M,A1
35078,20330,Andrew Gala,20,M,A2
35079,20330,W. Tara,19,M,A3
35080,20331,Girindra Lalla,26,M,A1
35081,20332,Jack Chada,32,M,A1
35082,20333,Tanay Behl,46,M,A1
35083,20334,Rishi Luthra,54,M,A1
35084,20335,Theodore Gandhi,46,M,A1
35085,20336,Gopal Gade,49,M,A1
35086,20337,Rishi Atwal,48,M,A1
35087,20337,Nisha Kata,54,F,A2
35088,20338,Lohit Sampath,54,M,A1
35089,20339,Tanish Oommen,18,M,A1
35090,20340,Nitesh Sankar,32,M,A1
35091,20341,Rishi Barad,41,M,A1
35092,20342,Luke Sem,42,M,A1
35093,20343,Lakshit Sachar,17,M,A1
35094,20343,H Divan,47,M,A2
35095,20344,Isaac Chowdhury,54,M,A1
35096,20345,Ekavir Bose,24,M,A1
35097,20345,Udant Raja,45,M,A2
35098,20346,Agastya Khatri,65,M,A1
35099,20346,Krisha Balasubramanian,38,F,A2
35100,20347,Wyatt Comar,58,M,A1
35101,20348,W Munshi,25,F,A1
35102,20348,Jairaj Sagar,16,M,A2
35103,20349,Aayush Ghose,25,M,A1
35104,20349,Jairaj Talwar,64,M,A2
35105,20349,A Keer,52,M,A3
35106,20350,Arin Mishra,44,M,A1
35107,20351,Gaurav Sachdev,49,M,A1
35108,20352,Elijah Ray,21,M,A1
35109,20352,Ekansh Kanda,36,M,A2
35110,20352,Umang Kadakia,20,M,A3
35111,20353,Siddhart Rama,25,M,A1
35112,20354,Michael Raj,20,M,A1
35113,20354,Damini Bahri,64,F,A2
35114,20355,Zashil Bhasin,63,M,A1
35115,20355,Aarav Goswami,49,M,A2
35116,20355,Laksh Nath,45,M,A3
35117,20355,Thomas Lala,45,M,A4
35118,20356,N Apte,49,F,A1
35119,20356,Tanay Chahal,42,M,A2
35120,20357,Jai Vohra,23,M,A1
35121,20357,Zayyan Bandi,36,M,A2
35122,20357,Farhan Gola,49,M,A3
35123,20357,Bachittar Sridhar,32,M,A4
35124,20358,Veer Bail,38,M,A1
35125,20358,M. Raj,19,M,A2
35126,20359,Warjas Pillai,16,M,A1
35127,20360,wyanjana Kapur,49,F,A1
35128,20360,Nitesh Mallick,65,M,A2
35129,20361,Lavanya Datta,21,F,A1
35130,20361,Shaurya Chaudhary,31,M,A2
35131,20361,Bakhshi Mohanty,54,M,A3
35132,20362,L Mahal,18,F,A1
35133,20363,Faraj Upadhyay,33,M,A1
35134,20363,Nitesh Oak,61,M,A2
35135,20363,Warjas Chad,26,M,A3
35136,20364,Ishanvi Saini,63,F,A1
35137,20365,William Singhal,33,M,A1
35138,20365,J Divan,17,M,A2
35139,20365,Shivansh Murthy,57,M,A3
35140,20365,Utkarsh Hans,30,M,A4
35141,20366,Hemang Bala,65,M,A1
35142,20367,Zaid Srivastava,28,M,A1
35143,20367,A. Boase,53,M,A2
35144,20367,Teerth Chhabra,49,M,A3
35145,20368,Vihaan Setty,16,M,A1
35146,20368,Baljiwan Tiwari,53,M,A2
35147,20368,A. Patil,54,M,A3
35148,20369,Tanveer Parikh,64,M,A1
35149,20370,E Bandi,29,M,A1
35150,20371,Azad Din,65,M,A1
35151,20372,Oscar Venkataraman,55,M,A1
35152,20372,A. Puri,43,M,A2
35153,20373,Baljiwan Tiwari,52,M,A1
35154,20373,Aryan Dutt,32,M,A2
35155,20374,Ayushman Gola,59,M,A1
35156,20375,H. Joshi,31,F,A1
35157,20375,Ansh Rege,40,M,A2
35158,20375,Saksham Ramaswamy,38,M,A3
35159,20375,Zayyan Kulkarni,32,M,A4
35160,20376,Ans Puri,43,M,A1
35161,20376,Imaran Koshy,20,M,A2
35162,20377,Sanaya Chaudhuri,22,F,A1
35163,20378,Nakul Arora,49,M,A1
35164,20378,Faqid Soni,53,M,A2
35165,20378,A. Puri,41,M,A3
35166,20379,Darpan Natt,44,M,A1
35167,20379,wyanjana Kapur,47,F,A2
35168,20379,Zayan Yohannan,26,M,A3
35169,20380,Abhimanyu Kannan,24,M,A1
35170,20380,Guneet Shah,27,M,A2
35171,20381,Fariq Ghose,53,M,A1
35172,20381,Madhav Bahl,37,M,A2
35173,20381,Qadim Kannan,59,M,A3
35174,20382,Aarush Kala,29,M,A1
35175,20382,Ranveer Gulati,48,M,A2
35176,20383,Kiaan Choudhury,55,M,A1
35177,20383,Warinder Gill,53,M,A2
35178,20383,Michael Sangha,35,M,A3
35179,20384,Samarth Vora,34,M,A1
35180,20385,Nihal Pandit,62,M,A1
35181,20386,Utkarsh Goda,54,M,A1
35182,20386,Girish Dass,36,M,A2
35183,20386,L. Datta,21,F,A3
35184,20386,Jagvi Mitra,42,F,A4
35185,20387,Ucchal Comar,34,T,A1
35186,20388,Dakshesh Gade,31,M,A1
35187,20389,A. Murthy,29,M,A1
35188,20390,Warinder Gill,53,M,A1
35189,20391,Peter Ram,45,M,A1
35190,20391,J Divan,16,M,A2
35191,20391,Kevin Choudhary,47,M,A3
35192,20392,Lakshit Arora,30,M,A1
35193,20392,Arin Agarwal,42,M,A2
35194,20392,Indrajit Jha,41,M,A3
35195,20393,Tristan Varma,38,M,A1
35196,20393,Daksh Yadav,52,M,A2
35197,20393,Rehaan Kannan,64,M,A3
35198,20394,Manan Jain,27,M,A1
35199,20394,Girik Ratta,55,M,A2
35200,20394,Gabriel Yohannan,28,M,A3
35201,20394,Logan Ahuja,54,M,A4
35202,20395,Gautam Pau,62,M,A1
35203,20396,Anay Keer,52,M,A1
35204,20397,Farhan Kala,32,M,A1
35205,20398,Z. Chad,37,M,A1
35206,20399,Charan Baria,17,M,A1
35207,20400,Frederick Sachdeva,37,M,A1
35208,20401,Gaurav Viswanathan,55,M,A1
35209,20402,Odika Rattan,39,F,A1
35210,20403,Praneel Edwin,43,M,A1
35211,20404,Baljiwan Sodhi,51,M,A1
35212,20404,Neel Baral,38,M,A2
35213,20404,Robert Randhawa,44,M,A3
35214,20405,Ekantika Kumer,18,F,A1
35215,20406,Zayan Yohannan,26,M,A1
35216,20407,L Datta,21,F,A1
35217,20407,Harish Konda,63,M,A2
35218,20407,Kiaan Kade,22,M,A3
35219,20408,Nihal Kota,54,M,A1
35220,20409,Fiyaz Lall,41,M,A1
35221,20410,V. Wali,27,F,A1
35222,20410,A. Rege,40,M,A2
35223,20411,Gopal Johal,37,M,A1
35224,20412,Manan Jha,39,M,A1
35225,20413,Lohit Tiwari,17,M,A1
35226,20414,Chandran Sami,28,M,A1
35227,20415,Yashasvi Kadakia,29,F,A1
35228,20416,Lavanya Datta,21,F,A1
35229,20416,Benjamin Pillay,23,M,A2
35230,20417,Dalbir Kata,47,M,A1
35231,20417,Nathaniel Devi,46,M,A2
35232,20417,Indrajit Shetty,43,M,A3
35233,20418,Ekapad Jaggi,57,M,A1
35234,20418,Viraj Sahota,47,M,A2
35235,20419,Jack Batta,17,M,A1
35236,20419,Jack Ramakrishnan,45,M,A2
35237,20420,William Hora,37,M,A1
35238,20420,Rehaan Kota,42,M,A2
35239,20420,Zayan Yohannan,26,M,A3
35240,20420,Max Gade,37,M,A4
35241,20421,Ethan Samra,55,M,A1
35242,20422,P Edwin,41,M,A1
35243,20423,Gopal Arya,34,M,A1
35244,20423,Jagdish Som,34,M,A2
35245,20424,Iswar Parek,55,M,A1
35246,20424,Girindra Tara,59,M,A2
35247,20425,P. Ratta,27,M,A1
35248,20425,Manthan Pant,41,M,A2
35249,20425,Praneel Edwin,41,M,A3
35250,20426,F. Seth,19,M,A1
35251,20427,Vihaan Choudhry,28,M,A1
35252,20427,W Divan,20,M,A2
35253,20428,Krish Rattan,34,M,A1
35254,20429,Manan Sharaf,51,M,A1
35255,20430,George Mahal,36,M,A1
35256,20431,Ekapad Sarna,29,M,A1
35257,20432,H Pall,24,M,A1
35258,20433,Jack Dhar,40,M,A1
35259,20434,Zayan Yohannan,26,M,A1
35260,20435,E Mahal,48,M,A1
35261,20435,Samesh Dave,61,M,A2
35262,20436,Ekanta Dugal,43,F,A1
35263,20436,Aadi Murthy,29,M,A2
35264,20437,Samuel Rai,18,M,A1
35265,20438,Avi Mukherjee,53,M,A1
35266,20438,Alexander Zachariah,63,M,A2
35267,20438,Rayaan Bumb,36,M,A3
35268,20438,Amol Ganguly,34,M,A4
35269,20439,G Mahal,35,M,A1
35270,20439,Qabil Ramachandran,42,M,A2
35271,20440,Sai Kadakia,48,M,A1
35272,20441,Nihal Srivastava,42,M,A1
35273,20442,Ekalinga Aggarwal,62,M,A1
35274,20443,N Sankar,34,M,A1
35275,20444,Advik Hans,30,M,A1
35276,20445,Indali Mane,41,F,A1
35277,20446,Girindra Devan,37,M,A1
35278,20447,Avi Padmanabhan,22,M,A1
35279,20447,Jack Chada,32,M,A2
35280,20447,Pranav Sem,59,M,A3
35281,20448,Abeer Memon,59,M,A1
35282,20449,H Chander,24,M,A1
35283,20450,Indali Mane,41,F,A1
35284,20451,Madhav Minhas,35,M,A1
35285,20451,Tristan Narayan,46,M,A2
35286,20452,Krish Basu,44,M,A1
35287,20453,Akshay Rau,16,M,A1
35288,20454,Naksh Ganesh,21,M,A1
35289,20455,Shaurya Kala,49,M,A1
35290,20455,Zaid Srivastava,28,M,A2
35291,20456,Wahab Chaudhuri,34,M,A1
35292,20457,Lipika Tara,44,F,A1
35293,20458,Yatin Chacko,58,M,A1
35294,20459,Michael Ram,34,M,A1
35295,20460,Abhimanyu Pillay,24,M,A1
35296,20460,Ekapad Sarna,31,M,A2
35297,20461,Dev Sarraf,51,M,A1
35298,20461,Wyatt Chander,30,M,A2
35299,20462,Qarin Chakrabarti,48,M,A1
35300,20462,Krishna Ray,23,M,A2
35301,20463,Yash Krishnamurthy,51,M,A1
35302,20464,R Subramaniam,22,M,A1
35303,20465,Jagat Murty,34,M,A1
35304,20466,M. Varty,24,M,A1
35305,20466,Chandresh Jani,36,M,A2
35306,20466,David Sur,38,M,A3
35307,20466,Ekaraj Sundaram,23,M,A4
35308,20467,Kabir Chana,27,M,A1
35309,20468,Warinder Dani,56,M,A1
35310,20468,Onveer Grover,17,M,A2
35311,20469,Utkars Brahmbhatt,38,M,A1
35312,20470,Bahadurjit Dhaliwal,57,M,A1
35313,20470,William Morar,17,M,A2
35314,20471,Jeremiah Gokhale,35,M,A1
35315,20472,Laban Raja,23,M,A1
35316,20473,Krish Yogi,19,M,A1
35317,20473,Ekbal Loke,17,M,A2
35318,20473,Maanas Varty,24,M,A3
35319,20474,Vinaya Chaudhary,32,F,A1
35320,20475,Chandran Hegde,50,M,A1
35321,20475,Indali Choudhary,65,F,A2
35322,20476,Wahab Joshi,62,M,A1
35323,20476,Kabir Barad,52,M,A2
35324,20477,Advaith Khatri,44,M,A1
35325,20478,Bhavani Gola,48,F,A1
35326,20479,Advik Singh,64,M,A1
35327,20479,Reyansh Dubey,45,M,A2
35328,20479,Om Vala,22,M,A3
35329,20480,Ekanta Dugal,44,F,A1
35330,20481,Timothy Lall,47,M,A1
35331,20482,Watika Chaudry,60,T,A1
35332,20482,Dalbir Raman,28,M,A2
35333,20482,W. Kant,51,M,A3
35334,20482,Libni Mahal,17,F,A4
35335,20483,Faraj Sodhi,63,M,A1
35336,20483,Nites Sankar,35,M,A2
35337,20484,Ekavir Viswanathan,60,M,A1
35338,20485,Bachittar Bhardwaj,61,M,A1
35339,20486,U Brahmbhatt,41,M,A1
35340,20486,Chakradev Ravel,26,M,A2
35341,20487,T. Raghavan,23,M,A1
35342,20487,Kevin Shenoy,46,M,A2
35343,20488,Vamakshi Koshy,51,F,A1
35344,20488,Atharv Sur,33,M,A2
35345,20488,Onkar Dugar,39,M,A3
35346,20488,Gavin Rattan,41,M,A4
35347,20489,Onveer Krishnan,47,M,A1
35348,20490,Nicholas Buch,35,M,A1
35349,20490,Zayan Yohannan,27,M,A2
35350,20491,Tanis Diwan,24,M,A1
35351,20492,Wahab Kant,53,M,A1
35352,20493,Praneel Krishnan,37,M,A1
35353,20494,H. Bhavsar,24,M,A1
35354,20494,Nitesh Sankar,35,M,A2
35355,20494,Ronit Subramaniam,23,M,A3
35356,20495,Vihaan Bir,39,M,A1
35357,20495,Wahab Kant,53,M,A2
35358,20496,Ekapad Sarna,30,M,A1
35359,20496,Waida Arora,56,F,A2
35360,20497,Atharv Chowdhury,50,M,A1
35361,20497,Caleb Sathe,42,M,A2
35362,20498,Abdul Rajagopalan,47,M,A1
35363,20499,Baljiwan Tiwari,54,M,A1
35364,20499,Girish Chana,47,M,A2
35365,20499,Mugdha Natt,35,F,A3
35366,20499,Udant Barad,57,M,A4
35367,20500,D. Kata,50,M,A1
35368,20501,Ikbal Banerjee,27,M,A1
35369,20501,Ronith Mammen,44,M,A2
35370,20502,Upkaar Agate,18,M,A1
35371,20503,Bahadurjit Nath,60,M,A1
35372,20503,Gautam Keer,42,M,A2
35373,20504,Saksham Kashyap,29,M,A1
35374,20504,Gabriel Iyer,27,M,A2
35375,20504,Victor Srinivas,30,M,A3
35376,20504,Anay Keer,54,M,A4
35377,20505,Sai Rana,49,M,A1
35378,20506,Utkarsh Brahmbhatt,41,M,A1
35379,20507,Nathaniel Mutti,28,M,A1
35380,20508,Tristan Bhavsar,29,M,A1
35381,20508,Qushi Dass,48,F,A2
35382,20508,David Narayan,48,M,A3
35383,20509,Xavier Mutti,56,M,A1
35384,20509,Samarth Dhaliwal,55,M,A2
35385,20510,Rehaan Sahni,35,M,A1
35386,20511,Xavier Chacko,43,M,A1
35387,20512,Girindra Sengupta,33,M,A1
35388,20513,Wyatt Mangat,53,M,A1
35389,20513,Atharv Dyal,60,M,A2
35390,20514,Banjeet Merchant,50,M,A1
35391,20515,Neel Brahmbhatt,19,M,A1
35392,20515,Victor Khalsa,47,M,A2
35393,20516,M Varty,25,M,A1
35394,20517,Manbir Naik,45,M,A1
35395,20517,Nachiket Bhalla,41,M,A2
35396,20517,Qasim Narayanan,64,M,A3
35397,20518,Nihal Dixit,58,M,A1
35398,20518,U Raja,45,M,A2
35399,20518,Gautam Kir,39,M,A3
35400,20518,Frado Raj,59,M,A4
35401,20519,Advay Kanda,21,M,A1
35402,20520,Bahadurjit Majumdar,37,M,A1
35403,20521,Zaid Srivastava,29,M,A1
35404,20522,F. Saraf,39,M,A1
35405,20522,Advay Iyengar,50,M,A2
35406,20523,Hritik Tella,18,M,A1
35407,20524,I. Mane,42,F,A1
35408,20525,Samaksh Sami,33,M,A1
35409,20526,Brijesh Parikh,42,M,A1
35410,20527,Indrajit Pandya,24,M,A1
35411,20527,Pranil Edwin,42,M,A2
35412,20527,Rohan Jani,56,M,A3
35413,20527,Devansh Natt,45,M,A4
35414,20528,Peter Nagy,29,M,A1
35415,20528,L. Patil,26,M,A2
35416,20529,Vedant Bala,30,M,A1
35417,20530,Faras Purohit,65,M,A1
35418,20531,Darsh Vaidya,43,M,A1
35419,20531,E. Sastry,40,M,A2
35420,20532,Nicholas Bhargava,60,M,A1
35421,20532,Udant Lala,26,M,A2
35422,20533,Wazir Nagy,26,M,A1
35423,20533,Arin Khare,34,M,A2
35424,20534,Jagat Shah,58,M,A1
35425,20534,Tanveer Chad,59,M,A2
35426,20534,Tanish Divan,25,M,A3
35427,20535,Ans Chadha,30,M,A1
35428,20536,Suhani Sehgal,52,F,A1
35429,20537,M. Raj,21,M,A1
35430,20537,Ethan Morar,28,M,A2
35431,20538,D Dey,42,M,A1
35432,20539,Yuvraj Kohli,39,M,A1
35433,20540,Rayaan Bhattacharyya,53,M,A1
35434,20540,J. Divan,19,M,A2
35435,20541,Luke Shan,40,M,A1
35436,20541,Theodore Sachdev,27,M,A2
35437,20542,Agastya Bora,63,M,A1
35438,20542,K Virk,35,M,A2
35439,20542,Jack Gour,35,M,A3
35440,20543,Jatin Divan,17,M,A1
35441,20543,Rushil Kaul,60,M,A2
35442,20544,Shaurya Yadav,48,M,A1
35443,20545,Samarth Kar,32,M,A1
35444,20545,Elijah Bhavsar,53,M,A2
35445,20545,D Yadav,53,M,A3
35446,20546,Chakradev Dutt,24,M,A1
35447,20546,Zaid Srivastava,28,M,A2
35448,20547,Z Yohannan,27,M,A1
35449,20547,Amol Andra,43,M,A2
35450,20548,Ekaraj Sundaram,24,M,A1
35451,20548,Caleb Chaudhary,61,M,A2
35452,20548,Mohammed Bhardwaj,45,M,A3
35453,20549,L. Datta,22,F,A1
35454,20549,E. Kaur,19,M,A2
35455,20549,Anay Keer,53,M,A3
35456,20549,Bakhshi Sidhu,23,M,A4
35457,20550,Azad Chanda,40,M,A1
35458,20550,Rushil Chaudhari,37,M,A2
35459,20551,Devansh Khatri,45,M,A1
35460,20551,Isaiah Subramanian,38,M,A2
35461,20551,Gaurangi Arora,19,F,A3
35462,20552,E Bhat,33,F,A1
35463,20553,Daksh Keer,23,M,A1
35464,20554,Amol Jha,29,M,A1
35465,20555,Lajita Sood,28,F,A1
35466,20556,Xavier Walia,53,M,A1
35467,20557,Benjamin Gulati,56,M,A1
35468,20558,Faqid Raghavan,27,M,A1
35469,20558,Orinder Sathe,25,M,A2
35470,20559,Manbir Wadhwa,23,M,A1
35471,20560,Dakshesh Narula,41,M,A1
35472,20560,Vedant Natt,50,M,A2
35473,20561,Yatan Naik,47,M,A1
35474,20562,E Kaur,19,M,A1
35475,20562,Robert Randhawa,45,M,A2
35476,20563,Harsh Rama,60,M,A1
35477,20563,Ansh Puri,44,M,A2
35478,20564,Gautam Borra,59,M,A1
35479,20564,Ansh Chadha,30,M,A2
35480,20565,Amol Mane,36,M,A1
35481,20565,Benjamin Tailor,48,M,A2
35482,20565,Lakshit Patla,41,M,A3
35483,20566,Abhiram Parmer,50,M,A1
35484,20567,Jagat Borah,33,M,A1
35485,20567,Timoty Lall,47,M,A2
35486,20568,Adweta Mangal,42,F,A1
35487,20568,Farhan Saraf,40,M,A2
35488,20569,Ekapad Bhattacharyya,54,M,A1
35489,20569,Harshil Aurora,40,M,A2
35490,20570,Raghav Borra,58,M,A1
35491,20570,Indrajit Shetty,44,M,A2
35492,20571,Ishwar Shukla,35,M,A1
35493,20572,Z Ganguly,56,M,A1
35494,20572,Pranav Tripathi,49,M,A2
35495,20573,J Chada,33,M,A1
35496,20574,Madhav Choudhary,52,M,A1
35497,20575,Tristan Varughese,34,M,A1
35498,20575,Owen Shetty,46,M,A2
35499,20576,Gabriel Jain,46,M,A1
35500,20576,Bahadurjit Majumdar,37,M,A2
35501,20576,Jatin Divan,19,M,A3
35502,20576,Umang Ahluwalia,43,M,A4
35503,20577,Laksh Lanka,57,M,A1
35504,20577,Samar Wali,43,M,A2
35505,20578,Edhitha Chakraborty,48,F,A1
35506,20579,Caleb Naik,41,M,A1
35507,20580,Maya Ramesh,65,F,A1
35508,20581,Om Atwal,58,M,A1
35509,20582,Jatin Divan,19,M,A1
35510,20582,Ganga Bhatia,41,T,A2
35511,20583,Simon Narain,17,M,A1
35512,20584,Zayyan Ravel,41,M,A1
35513,20585,Tristan Sagar,46,M,A1
35514,20585,Elijah Muni,64,M,A2
35515,20585,Laksh Ravel,41,M,A3
35516,20585,Nitesh Mishra,50,M,A4
35517,20586,L Gaba,28,M,A1
35518,20586,Christopher Narayan,43,M,A2
35519,20586,Wahab Kant,53,M,A3
35520,20586,Zehaan Chad,40,M,A4
35521,20587,O. Sagar,53,F,A1
35522,20588,Tarak Bhavsar,49,M,A1
35523,20589,Gavin Kanda,20,M,A1
35524,20589,Henry Pall,25,M,A2
35525,20590,Nathaniel Zacharia,28,M,A1
35526,20590,Naveen Agrawal,64,M,A2
35527,20591,Amol Choudhary,17,M,A1
35528,20592,Azaan Patla,19,M,A1
35529,20592,Aarav Loke,32,M,A2
35530,20592,Ekansh Raghavan,38,M,A3
35531,20592,Jatin Sarma,54,M,A4
35532,20593,Kai Master,28,M,A1
35533,20594,Indrajit Shetty,46,M,A1
35534,20594,Banjeet Chaudhari,27,M,A2
35535,20595,Balvan Oza,18,M,A1
35536,20595,Samaksh Tara,65,M,A2
35537,20595,W. Gill,54,M,A3
35538,20596,Jacob Ganguly,23,M,A1
35539,20596,Matthew Bose,32,M,A2
35540,20597,C Sangha,41,M,A1
35541,20598,Nitesh Sankar,35,M,A1
35542,20598,Liam Mangal,44,M,A2
35543,20599,A. Khatri,44,M,A1
35544,20599,T Divan,25,M,A2
35545,20599,Qasim Yogi,62,M,A3
35546,20599,Timothy Lall,47,M,A4
35547,20600,Baljiwan Mody,27,M,A1
35548,20600,Pranav Sundaram,63,M,A2
35549,20600,P Edwin,42,M,A3
35550,20601,Zaid Srivastava,29,M,A1
35551,20601,Tamanna Venkataraman,63,F,A2
35552,20601,Omkaar Pall,56,M,A3
35553,20602,Ekapad Chhabra,43,M,A1
35554,20603,I Mane,43,F,A1
35555,20603,Hemangini Hari,35,F,A2
35556,20603,Tanveer Deo,16,M,A3
35557,20603,Warinder Gill,54,M,A4
35558,20604,P. Edwin,43,M,A1
35559,20605,Henry Pall,25,M,A1
35560,20605,Faraj Keer,20,M,A2
35561,20606,Charles Dhaliwal,65,M,A1
35562,20607,Jackson Hora,20,M,A1
35563,20607,Siddharth Dhar,45,M,A2
35564,20608,Gaurav Chatterjee,38,M,A1
35565,20609,O Sagar,53,F,A1
35566,20610,Vyanjana Kapur,48,F,A1
35567,20610,C Jani,39,M,A2
35568,20611,Arjun Sawhney,61,M,A1
35569,20611,Quincy Konda,55,M,A2
35570,20611,Hardik Khare,26,M,A3
35571,20611,Akshay Modi,18,M,A4
35572,20612,Mohammed Mahajan,65,M,A1
35573,20613,A Boase,56,M,A1
35574,20614,Oliver Raghavan,42,M,A1
35575,20615,Shaurya De,35,M,A1
